time: 2000000000
359 1 2000001
359 2 2000001
359 3 2000001
359 4 2000001
359 5 2000001
359 6 2000001
359 7 2000001
359 8 2000001
360 1 2000001
360 2 2000001
360 3 2000001
360 4 2000001
360 5 2000001
361 1 2000001
361 2 2000001
361 3 2000001
361 4 2000001
361 5 2000001
362 1 2000001
362 2 2000001
362 3 2000001
362 4 2000001
362 5 2000001
363 1 2000001
363 2 2000001
363 3 2000001
363 4 2000001
363 5 2000001
364 1 2000001
364 2 2000001
364 3 2000001
364 4 2000001
364 5 2000001
365 1 2000001
365 2 2000001
365 3 2000001
365 4 2000001
365 5 2000001
366 1 2000001
366 2 2000001
366 3 2000001
366 4 2000001
366 5 2000001
367 1 2000001
367 2 2000001
367 3 2000001
367 4 2000001
367 5 2000001
368 1 2000001
368 2 2000001
368 3 2000001
368 4 2000001
368 5 2000001
369 1 2000001
369 2 2000001
369 3 2000001
369 4 2000001
369 5 2000001
370 1 2000001
370 2 2000001
370 3 2000001
370 4 2000001
370 5 2000001
371 1 2000001
371 2 2000001
371 3 2000001
371 4 2000001
371 5 2000001
372 1 2000001
372 2 2000001
372 3 2000001
372 4 2000001
372 5 2000001
373 1 2000001
373 2 2000001
373 3 2000001
373 4 2000001
373 5 2000001
374 1 2000001
374 2 2000001
374 3 2000001
374 4 2000001
374 5 2000001
375 1 2000001
375 2 2000001
375 3 2000001
375 4 2000001
375 5 2000001
time: 2300000000
320 1 3000001
320 2 2897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 3000001
320 4 3000001
320 5 3000001
320 6 3000001
320 7 3000001
320 8 3000001
320 9 3000001
320 10 3000001
320 11 3000001
320 12 3000001
320 13 3000001
320 14 3000001
320 15 3000001
320 16 3000001
320 17 3000001
320 18 3000001
320 19 3000001
320 20 3000001
321 1 3000001
321 2 3000001
321 3 3000001
321 4 3000001
321 5 3000001
321 6 3000001
321 7 3000001
321 8 3000001
321 9 3000001
321 10 3000001
321 11 3000001
321 12 3000001
321 13 3000001
321 14 3000001
321 15 3000001
321 16 3000001
321 17 3000001
321 18 3000001
321 19 3000001
321 20 3000001
322 1 3000001
322 2 3000001
322 3 3000001
322 4 3000001
322 5 3000001
322 6 3000001
322 7 3000001
322 8 3000001
322 9 3000001
322 10 3000001
322 11 3000001
322 12 3000001
322 13 3000001
322 14 3000001
322 15 3000001
322 16 3000001
322 17 3000001
322 18 3000001
322 19 3000001
322 20 3000001
323 1 3000001
323 2 3000001
323 3 3000001
323 4 3000001
323 5 3000001
323 6 3000001
323 7 3000001
323 8 3000001
323 9 3000001
323 10 3000001
323 11 3000001
323 12 3000001
323 13 3000001
323 14 3000001
323 15 3000001
323 16 3000001
323 17 3000001
323 18 3000001
323 19 3000001
323 20 3000001
324 1 3000001
324 2 3000001
324 3 3000001
324 4 3000001
324 5 3000001
324 6 3000001
324 7 3000001
324 8 3000001
324 9 3000001
324 10 3000001
324 11 3000001
324 12 3000001
324 13 3000001
324 14 3000001
324 15 3000001
324 16 3000001
324 17 3000001
324 18 3000001
324 19 3000001
324 20 3000001
325 1 3000001
325 2 3000001
325 3 3000001
325 4 3000001
325 5 3000001
325 6 3000001
325 7 3000001
325 8 3000001
325 9 3000001
325 10 3000001
325 11 3000001
325 12 3000001
325 13 3000001
325 14 3000001
325 15 3000001
325 16 3000001
325 17 3000001
325 18 3000001
325 19 3000001
325 20 3000001
326 1 3000001
326 2 3000001
326 3 3000001
326 4 3000001
326 5 3000001
326 6 3000001
326 7 3000001
326 8 3000001
326 9 3000001
326 10 3000001
326 11 3000001
326 12 3000001
326 13 3000001
326 14 3000001
326 15 3000001
326 16 3000001
326 17 3000001
326 18 3000001
326 19 3000001
326 20 3000001
327 1 3000001
327 2 3000001
327 3 3000001
327 4 3000001
327 5 3000001
327 6 3000001
327 7 3000001
327 8 3000001
327 9 3000001
327 10 3000001
327 11 3000001
327 12 3000001
327 13 3000001
327 14 3000001
327 15 3000001
327 16 3000001
327 17 3000001
327 18 3000001
327 19 3000001
327 20 3000001
328 1 3000001
328 2 3000001
328 3 3000001
328 4 3000001
328 5 3000001
328 6 3000001
328 7 3000001
328 8 3000001
328 9 3000001
328 10 3000001
328 11 3000001
328 12 3000001
328 13 3000001
328 14 3000001
328 15 3000001
328 16 3000001
328 17 3000001
328 18 3000001
328 19 3000001
328 20 3000001
329 1 3000001
329 2 3000001
329 3 3000001
329 4 3000001
329 5 3000001
329 6 3000001
329 7 3000001
329 8 3000001
329 9 3000001
329 10 3000001
329 11 3000001
329 12 3000001
329 13 3000001
329 14 3000001
329 15 3000001
329 16 3000001
329 17 3000001
329 18 3000001
329 19 3000001
329 20 3000001
330 1 3000001
330 2 3000001
330 3 3000001
330 4 3000001
330 5 3000001
330 6 3000001
330 7 3000001
330 8 3000001
330 9 3000001
330 10 3000001
330 11 3000001
330 12 3000001
330 13 3000001
330 14 3000001
330 15 3000001
330 16 3000001
330 17 3000001
330 18 3000001
330 19 3000001
330 20 3000001
331 1 3000001
331 2 3000001
331 3 3000001
331 4 3000001
331 5 3000001
331 6 3000001
331 7 3000001
331 8 3000001
331 9 3000001
331 10 3000001
331 11 3000001
331 12 3000001
331 13 3000001
331 14 3000001
331 15 3000001
331 16 3000001
331 17 3000001
331 18 3000001
331 19 3000001
331 20 3000001
332 1 3000001
332 2 3000001
332 3 3000001
332 4 3000001
332 5 3000001
332 6 3000001
332 7 3000001
332 8 3000001
332 9 3000001
332 10 3000001
332 11 3000001
332 12 3000001
332 13 3000001
332 14 3000001
332 15 3000001
332 16 3000001
332 17 3000001
332 18 3000001
332 19 3000001
332 20 3000001
333 1 3000001
333 2 3000001
333 3 3000001
333 4 3000001
333 5 3000001
333 6 3000001
333 7 3000001
333 8 3000001
333 9 3000001
333 10 3000001
333 11 3000001
333 12 3000001
333 13 3000001
333 14 3000001
333 15 3000001
333 16 3000001
333 17 3000001
333 18 3000001
333 19 3000001
333 20 3000001
334 1 3000001
334 2 3000001
334 3 3000001
334 4 3000001
334 5 3000001
334 6 3000001
334 7 3000001
334 8 3000001
334 9 3000001
334 10 3000001
334 11 3000001
334 12 3000001
334 13 3000001
334 14 3000001
334 15 3000001
334 16 3000001
334 17 3000001
334 18 3000001
334 19 3000001
334 20 3000001
335 1 3000001
335 2 3000001
335 3 3000001
335 4 3000001
335 5 3000001
335 6 3000001
335 7 3000001
335 8 3000001
335 9 3000001
335 10 3000001
335 11 3000001
335 12 3000001
335 13 3000001
335 14 3000001
335 15 3000001
335 16 3000001
335 17 3000001
335 18 3000001
335 19 3000001
335 20 3000001
336 1 3000001
336 2 3000001
336 3 3000001
336 4 3000001
336 5 3000001
336 6 3000001
336 7 3000001
336 8 3000001
336 9 3000001
336 10 3000001
336 11 3000001
336 12 3000001
336 13 3000001
336 14 3000001
336 15 3000001
336 16 3000001
336 17 3000001
336 18 3000001
336 19 3000001
336 20 3000001
337 1 3000001
337 2 3000001
337 3 3000001
337 4 3000001
337 5 3000001
337 6 3000001
337 7 3000001
337 8 3000001
337 9 3000001
337 10 3000001
337 11 3000001
337 12 3000001
337 13 3000001
337 14 3000001
337 15 3000001
337 16 3000001
337 17 3000001
337 18 3000001
337 19 3000001
337 20 3000001
338 1 3000001
338 2 3000001
338 3 3000001
338 4 3000001
338 5 3000001
338 6 3000001
338 7 3000001
338 8 3000001
338 9 3000001
338 10 3000001
338 11 3000001
338 12 3000001
338 13 3000001
338 14 3000001
338 15 3000001
338 16 3000001
338 17 3000001
338 18 3000001
338 19 3000001
338 20 3000001
339 1 3000001
339 2 3000001
339 3 3000001
339 4 3000001
339 5 3000001
339 6 3000001
339 7 3000001
339 8 3000001
339 9 3000001
339 10 3000001
339 11 3000001
339 12 3000001
339 13 3000001
339 14 3000001
339 15 3000001
339 16 3000001
339 17 3000001
339 18 3000001
339 19 3000001
339 20 3000001
340 1 3000001
340 2 3000001
340 3 3000001
340 4 3000001
340 5 3000001
340 6 3000001
340 7 3000001
340 8 3000001
341 1 3000001
341 2 3000001
341 3 3000001
341 4 3000001
341 5 3000001
341 6 3000001
341 7 3000001
341 8 3000001
342 1 3000001
342 2 3000001
342 3 3000001
342 4 3000001
342 5 3000001
342 6 3000001
342 7 3000001
342 8 3000001
343 1 3000001
343 2 3000001
343 3 3000001
343 4 3000001
343 5 3000001
343 6 3000001
343 7 3000001
343 8 3000001
344 1 3000001
344 2 3000001
344 3 3000001
344 4 3000001
344 5 3000001
344 6 3000001
344 7 3000001
344 8 3000001
345 1 3000001
345 2 3000001
345 3 3000001
345 4 3000001
345 5 3000001
345 6 3000001
345 7 3000001
345 8 3000001
346 1 3000001
346 2 3000001
346 3 3000001
346 4 3000001
346 5 3000001
346 6 3000001
346 7 3000001
346 8 3000001
347 1 3000001
347 2 3000001
347 3 3000001
347 4 3000001
347 5 3000001
347 6 3000001
347 7 3000001
347 8 3000001
348 1 3000001
348 2 3000001
348 3 3000001
348 4 3000001
348 5 3000001
348 6 3000001
348 7 3000001
348 8 3000001
349 1 3000001
349 2 3000001
349 3 3000001
349 4 3000001
349 5 3000001
349 6 3000001
349 7 3000001
349 8 3000001
350 1 3000001
350 2 3000001
350 3 3000001
350 4 3000001
350 5 3000001
350 6 3000001
350 7 3000001
350 8 3000001
351 1 3000001
351 2 3000001
351 3 3000001
351 4 3000001
351 5 3000001
351 6 3000001
351 7 3000001
351 8 3000001
352 1 3000001
352 2 3000001
352 3 3000001
352 4 3000001
352 5 3000001
352 6 3000001
352 7 3000001
352 8 3000001
353 1 3000001
353 2 3000001
353 3 3000001
353 4 3000001
353 5 3000001
353 6 3000001
353 7 3000001
353 8 3000001
354 1 3000001
354 2 3000001
354 3 3000001
354 4 3000001
354 5 3000001
354 6 3000001
354 7 3000001
354 8 3000001
355 1 3000001
355 2 3000001
355 3 3000001
355 4 3000001
355 5 3000001
355 6 3000001
355 7 3000001
355 8 3000001
356 1 3000001
356 2 3000001
356 3 3000001
356 4 3000001
356 5 3000001
356 6 3000001
356 7 3000001
356 8 3000001
357 1 3000001
357 2 3000001
357 3 3000001
357 4 3000001
357 5 3000001
357 6 3000001
357 7 3000001
357 8 3000001
358 1 3000001
358 2 3000001
358 3 3000001
358 4 3000001
358 5 3000001
358 6 3000001
358 7 3000001
358 8 3000001
359 1 3000001
359 2 3000001
359 3 3000001
359 4 3000001
359 5 3000001
359 6 3000001
359 7 3000001
359 8 3000001
360 1 3000001
360 2 3000001
360 3 3000001
360 4 3000001
360 5 3000001
361 1 3000001
361 2 3000001
361 3 3000001
361 4 3000001
361 5 3000001
362 1 3000001
362 2 3000001
362 3 3000001
362 4 3000001
362 5 3000001
363 1 3000001
363 2 3000001
363 3 3000001
363 4 3000001
363 5 3000001
364 1 3000001
364 2 3000001
364 3 3000001
364 4 3000001
364 5 3000001
365 1 3000001
365 2 3000001
365 3 3000001
365 4 3000001
365 5 3000001
366 1 3000001
366 2 3000001
366 3 3000001
366 4 3000001
366 5 3000001
367 1 3000001
367 2 3000001
367 3 3000001
367 4 3000001
367 5 3000001
368 1 3000001
368 2 3000001
368 3 3000001
368 4 3000001
368 5 3000001
369 1 3000001
369 2 3000001
369 3 3000001
369 4 3000001
369 5 3000001
370 1 3000001
370 2 3000001
370 3 3000001
370 4 3000001
370 5 3000001
371 1 3000001
371 2 3000001
371 3 3000001
371 4 3000001
371 5 3000001
372 1 3000001
372 2 3000001
372 3 3000001
372 4 3000001
372 5 3000001
373 1 3000001
373 2 3000001
373 3 3000001
373 4 3000001
373 5 3000001
374 1 3000001
374 2 3000001
374 3 3000001
374 4 3000001
374 5 3000001
375 1 3000001
375 2 3000001
375 3 3000001
375 4 3000001
375 5 3000001
time: 2400000000
320 1 4000001
320 2 3897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 4000001
320 4 4000001
320 5 4000001
320 6 4000001
320 7 4000001
320 8 4000001
320 9 4000001
320 10 4000001
320 11 4000001
320 12 4000001
320 13 4000001
320 14 4000001
320 15 4000001
320 16 4000001
320 17 4000001
320 18 4000001
320 19 4000001
320 20 4000001
321 1 4000001
321 2 4000001
321 3 4000001
321 4 4000001
321 5 4000001
321 6 4000001
321 7 4000001
321 8 4000001
321 9 4000001
321 10 4000001
321 11 4000001
321 12 4000001
321 13 4000001
321 14 4000001
321 15 4000001
321 16 4000001
321 17 4000001
321 18 4000001
321 19 4000001
321 20 4000001
322 1 4000001
322 2 4000001
322 3 4000001
322 4 4000001
322 5 4000001
322 6 4000001
322 7 4000001
322 8 4000001
322 9 4000001
322 10 4000001
322 11 4000001
322 12 4000001
322 13 4000001
322 14 4000001
322 15 4000001
322 16 4000001
322 17 4000001
322 18 4000001
322 19 4000001
322 20 4000001
323 1 4000001
323 2 4000001
323 3 4000001
323 4 4000001
323 5 4000001
323 6 4000001
323 7 4000001
323 8 4000001
323 9 4000001
323 10 4000001
323 11 4000001
323 12 4000001
323 13 4000001
323 14 4000001
323 15 4000001
323 16 4000001
323 17 4000001
323 18 4000001
323 19 4000001
323 20 4000001
324 1 4000001
324 2 4000001
324 3 4000001
324 4 4000001
324 5 4000001
324 6 4000001
324 7 4000001
324 8 4000001
324 9 4000001
324 10 4000001
324 11 4000001
324 12 4000001
324 13 4000001
324 14 4000001
324 15 4000001
324 16 4000001
324 17 4000001
324 18 4000001
324 19 4000001
324 20 4000001
325 1 4000001
325 2 4000001
325 3 4000001
325 4 4000001
325 5 4000001
325 6 4000001
325 7 4000001
325 8 4000001
325 9 4000001
325 10 4000001
325 11 4000001
325 12 4000001
325 13 4000001
325 14 4000001
325 15 4000001
325 16 4000001
325 17 4000001
325 18 4000001
325 19 4000001
325 20 4000001
326 1 4000001
326 2 4000001
326 3 4000001
326 4 4000001
326 5 4000001
326 6 4000001
326 7 4000001
326 8 4000001
326 9 4000001
326 10 4000001
326 11 4000001
326 12 4000001
326 13 4000001
326 14 4000001
326 15 4000001
326 16 4000001
326 17 4000001
326 18 4000001
326 19 4000001
326 20 4000001
327 1 4000001
327 2 4000001
327 3 4000001
327 4 4000001
327 5 4000001
327 6 4000001
327 7 4000001
327 8 4000001
327 9 4000001
327 10 4000001
327 11 4000001
327 12 4000001
327 13 4000001
327 14 4000001
327 15 4000001
327 16 4000001
327 17 4000001
327 18 4000001
327 19 4000001
327 20 4000001
328 1 4000001
328 2 4000001
328 3 4000001
328 4 4000001
328 5 4000001
328 6 4000001
328 7 4000001
328 8 4000001
328 9 4000001
328 10 4000001
328 11 4000001
328 12 4000001
328 13 4000001
328 14 4000001
328 15 4000001
328 16 4000001
328 17 4000001
328 18 4000001
328 19 4000001
328 20 4000001
329 1 4000001
329 2 4000001
329 3 4000001
329 4 4000001
329 5 4000001
329 6 4000001
329 7 4000001
329 8 4000001
329 9 4000001
329 10 4000001
329 11 4000001
329 12 4000001
329 13 4000001
329 14 4000001
329 15 4000001
329 16 4000001
329 17 4000001
329 18 4000001
329 19 4000001
329 20 4000001
330 1 4000001
330 2 4000001
330 3 4000001
330 4 4000001
330 5 4000001
330 6 4000001
330 7 4000001
330 8 4000001
330 9 4000001
330 10 4000001
330 11 4000001
330 12 4000001
330 13 4000001
330 14 4000001
330 15 4000001
330 16 4000001
330 17 4000001
330 18 4000001
330 19 4000001
330 20 4000001
331 1 4000001
331 2 4000001
331 3 4000001
331 4 4000001
331 5 4000001
331 6 4000001
331 7 4000001
331 8 4000001
331 9 4000001
331 10 4000001
331 11 4000001
331 12 4000001
331 13 4000001
331 14 4000001
331 15 4000001
331 16 4000001
331 17 4000001
331 18 4000001
331 19 4000001
331 20 4000001
332 1 4000001
332 2 4000001
332 3 4000001
332 4 4000001
332 5 4000001
332 6 4000001
332 7 4000001
332 8 4000001
332 9 4000001
332 10 4000001
332 11 4000001
332 12 4000001
332 13 4000001
332 14 4000001
332 15 4000001
332 16 4000001
332 17 4000001
332 18 4000001
332 19 4000001
332 20 4000001
333 1 4000001
333 2 4000001
333 3 4000001
333 4 4000001
333 5 4000001
333 6 4000001
333 7 4000001
333 8 4000001
333 9 4000001
333 10 4000001
333 11 4000001
333 12 4000001
333 13 4000001
333 14 4000001
333 15 4000001
333 16 4000001
333 17 4000001
333 18 4000001
333 19 4000001
333 20 4000001
334 1 4000001
334 2 4000001
334 3 4000001
334 4 4000001
334 5 4000001
334 6 4000001
334 7 4000001
334 8 4000001
334 9 4000001
334 10 4000001
334 11 4000001
334 12 4000001
334 13 4000001
334 14 4000001
334 15 4000001
334 16 4000001
334 17 4000001
334 18 4000001
334 19 4000001
334 20 4000001
335 1 4000001
335 2 4000001
335 3 4000001
335 4 4000001
335 5 4000001
335 6 4000001
335 7 4000001
335 8 4000001
335 9 4000001
335 10 4000001
335 11 4000001
335 12 4000001
335 13 4000001
335 14 4000001
335 15 4000001
335 16 4000001
335 17 4000001
335 18 4000001
335 19 4000001
335 20 4000001
336 1 4000001
336 2 4000001
336 3 4000001
336 4 4000001
336 5 4000001
336 6 4000001
336 7 4000001
336 8 4000001
336 9 4000001
336 10 4000001
336 11 4000001
336 12 4000001
336 13 4000001
336 14 4000001
336 15 4000001
336 16 4000001
336 17 4000001
336 18 4000001
336 19 4000001
336 20 4000001
337 1 4000001
337 2 4000001
337 3 4000001
337 4 4000001
337 5 4000001
337 6 4000001
337 7 4000001
337 8 4000001
337 9 4000001
337 10 4000001
337 11 4000001
337 12 4000001
337 13 4000001
337 14 4000001
337 15 4000001
337 16 4000001
337 17 4000001
337 18 4000001
337 19 4000001
337 20 4000001
338 1 4000001
338 2 4000001
338 3 4000001
338 4 4000001
338 5 4000001
338 6 4000001
338 7 4000001
338 8 4000001
338 9 4000001
338 10 4000001
338 11 4000001
338 12 4000001
338 13 4000001
338 14 4000001
338 15 4000001
338 16 4000001
338 17 4000001
338 18 4000001
338 19 4000001
338 20 4000001
339 1 4000001
339 2 4000001
339 3 4000001
339 4 4000001
339 5 4000001
339 6 4000001
339 7 4000001
339 8 4000001
339 9 4000001
339 10 4000001
339 11 4000001
339 12 4000001
339 13 4000001
339 14 4000001
339 15 4000001
339 16 4000001
339 17 4000001
339 18 4000001
339 19 4000001
339 20 4000001
340 1 4000001
340 2 4000001
340 3 4000001
340 4 4000001
340 5 4000001
340 6 4000001
340 7 4000001
340 8 4000001
341 1 4000001
341 2 4000001
341 3 4000001
341 4 4000001
341 5 4000001
341 6 4000001
341 7 4000001
341 8 4000001
342 1 4000001
342 2 4000001
342 3 4000001
342 4 4000001
342 5 4000001
342 6 4000001
342 7 4000001
342 8 4000001
343 1 4000001
343 2 4000001
343 3 4000001
343 4 4000001
343 5 4000001
343 6 4000001
343 7 4000001
343 8 4000001
344 1 4000001
344 2 4000001
344 3 4000001
344 4 4000001
344 5 4000001
344 6 4000001
344 7 4000001
344 8 4000001
345 1 4000001
345 2 4000001
345 3 4000001
345 4 4000001
345 5 4000001
345 6 4000001
345 7 4000001
345 8 4000001
346 1 4000001
346 2 4000001
346 3 4000001
346 4 4000001
346 5 4000001
346 6 4000001
346 7 4000001
346 8 4000001
347 1 4000001
347 2 4000001
347 3 4000001
347 4 4000001
347 5 4000001
347 6 4000001
347 7 4000001
347 8 4000001
348 1 4000001
348 2 4000001
348 3 4000001
348 4 4000001
348 5 4000001
348 6 4000001
348 7 4000001
348 8 4000001
349 1 4000001
349 2 4000001
349 3 4000001
349 4 4000001
349 5 4000001
349 6 4000001
349 7 4000001
349 8 4000001
350 1 4000001
350 2 4000001
350 3 4000001
350 4 4000001
350 5 4000001
350 6 4000001
350 7 4000001
350 8 4000001
351 1 4000001
351 2 4000001
351 3 4000001
351 4 4000001
351 5 4000001
351 6 4000001
351 7 4000001
351 8 4000001
352 1 4000001
352 2 4000001
352 3 4000001
352 4 4000001
352 5 4000001
352 6 4000001
352 7 4000001
352 8 4000001
353 1 4000001
353 2 4000001
353 3 4000001
353 4 4000001
353 5 4000001
353 6 4000001
353 7 4000001
353 8 4000001
354 1 4000001
354 2 4000001
354 3 4000001
354 4 4000001
354 5 4000001
354 6 4000001
354 7 4000001
354 8 4000001
355 1 4000001
355 2 4000001
355 3 4000001
355 4 4000001
355 5 4000001
355 6 4000001
355 7 4000001
355 8 4000001
356 1 4000001
356 2 4000001
356 3 4000001
356 4 4000001
356 5 4000001
356 6 4000001
356 7 4000001
356 8 4000001
357 1 4000001
357 2 4000001
357 3 4000001
357 4 4000001
357 5 4000001
357 6 4000001
357 7 4000001
357 8 4000001
358 1 4000001
358 2 4000001
358 3 4000001
358 4 4000001
358 5 4000001
358 6 4000001
358 7 4000001
358 8 4000001
359 1 4000001
359 2 4000001
359 3 4000001
359 4 4000001
359 5 4000001
359 6 4000001
359 7 4000001
359 8 4000001
360 1 4000001
360 2 4000001
360 3 4000001
360 4 4000001
360 5 4000001
361 1 4000001
361 2 4000001
361 3 4000001
361 4 4000001
361 5 4000001
362 1 4000001
362 2 4000001
362 3 4000001
362 4 4000001
362 5 4000001
363 1 4000001
363 2 4000001
363 3 4000001
363 4 4000001
363 5 4000001
364 1 4000001
364 2 4000001
364 3 4000001
364 4 4000001
364 5 4000001
365 1 4000001
365 2 4000001
365 3 4000001
365 4 4000001
365 5 4000001
366 1 4000001
366 2 4000001
366 3 4000001
366 4 4000001
366 5 4000001
367 1 4000001
367 2 4000001
367 3 4000001
367 4 4000001
367 5 4000001
368 1 4000001
368 2 4000001
368 3 4000001
368 4 4000001
368 5 4000001
369 1 4000001
369 2 4000001
369 3 4000001
369 4 4000001
369 5 4000001
370 1 4000001
370 2 4000001
370 3 4000001
370 4 4000001
370 5 4000001
371 1 4000001
371 2 4000001
371 3 4000001
371 4 4000001
371 5 4000001
372 1 4000001
372 2 4000001
372 3 4000001
372 4 4000001
372 5 4000001
373 1 4000001
373 2 4000001
373 3 4000001
373 4 4000001
373 5 4000001
374 1 4000001
374 2 4000001
374 3 4000001
374 4 4000001
374 5 4000001
375 1 4000001
375 2 4000001
375 3 4000001
375 4 4000001
375 5 4000001
time: 2500000000
320 1 5000001
320 2 4897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 5000001
320 4 5000001
320 5 5000001
320 6 5000001
320 7 5000001
320 8 5000001
320 9 5000001
320 10 5000001
320 11 5000001
320 12 5000001
320 13 5000001
320 14 5000001
320 15 5000001
320 16 5000001
320 17 5000001
320 18 5000001
320 19 5000001
320 20 5000001
321 1 5000001
321 2 5000001
321 3 5000001
321 4 5000001
321 5 5000001
321 6 5000001
321 7 5000001
321 8 5000001
321 9 5000001
321 10 5000001
321 11 5000001
321 12 5000001
321 13 5000001
321 14 5000001
321 15 5000001
321 16 5000001
321 17 5000001
321 18 5000001
321 19 5000001
321 20 5000001
322 1 5000001
322 2 5000001
322 3 5000001
322 4 5000001
322 5 5000001
322 6 5000001
322 7 5000001
322 8 5000001
322 9 5000001
322 10 5000001
322 11 5000001
322 12 5000001
322 13 5000001
322 14 5000001
322 15 5000001
322 16 5000001
322 17 5000001
322 18 5000001
322 19 5000001
322 20 5000001
323 1 5000001
323 2 5000001
323 3 5000001
323 4 5000001
323 5 5000001
323 6 5000001
323 7 5000001
323 8 5000001
323 9 5000001
323 10 5000001
323 11 5000001
323 12 5000001
323 13 5000001
323 14 5000001
323 15 5000001
323 16 5000001
323 17 5000001
323 18 5000001
323 19 5000001
323 20 5000001
324 1 5000001
324 2 5000001
324 3 5000001
324 4 5000001
324 5 5000001
324 6 5000001
324 7 5000001
324 8 5000001
324 9 5000001
324 10 5000001
324 11 5000001
324 12 5000001
324 13 5000001
324 14 5000001
324 15 5000001
324 16 5000001
324 17 5000001
324 18 5000001
324 19 5000001
324 20 5000001
325 1 5000001
325 2 5000001
325 3 5000001
325 4 5000001
325 5 5000001
325 6 5000001
325 7 5000001
325 8 5000001
325 9 5000001
325 10 5000001
325 11 5000001
325 12 5000001
325 13 5000001
325 14 5000001
325 15 5000001
325 16 5000001
325 17 5000001
325 18 5000001
325 19 5000001
325 20 5000001
326 1 5000001
326 2 5000001
326 3 5000001
326 4 5000001
326 5 5000001
326 6 5000001
326 7 5000001
326 8 5000001
326 9 5000001
326 10 5000001
326 11 5000001
326 12 5000001
326 13 5000001
326 14 5000001
326 15 5000001
326 16 5000001
326 17 5000001
326 18 5000001
326 19 5000001
326 20 5000001
327 1 5000001
327 2 5000001
327 3 5000001
327 4 5000001
327 5 5000001
327 6 5000001
327 7 5000001
327 8 5000001
327 9 5000001
327 10 5000001
327 11 5000001
327 12 5000001
327 13 5000001
327 14 5000001
327 15 5000001
327 16 5000001
327 17 5000001
327 18 5000001
327 19 5000001
327 20 5000001
328 1 5000001
328 2 5000001
328 3 5000001
328 4 5000001
328 5 5000001
328 6 5000001
328 7 5000001
328 8 5000001
328 9 5000001
328 10 5000001
328 11 5000001
328 12 5000001
328 13 5000001
328 14 5000001
328 15 5000001
328 16 5000001
328 17 5000001
328 18 5000001
328 19 5000001
328 20 5000001
329 1 5000001
329 2 5000001
329 3 5000001
329 4 5000001
329 5 5000001
329 6 5000001
329 7 5000001
329 8 5000001
329 9 5000001
329 10 5000001
329 11 5000001
329 12 5000001
329 13 5000001
329 14 5000001
329 15 5000001
329 16 5000001
329 17 5000001
329 18 5000001
329 19 5000001
329 20 5000001
330 1 5000001
330 2 5000001
330 3 5000001
330 4 5000001
330 5 5000001
330 6 5000001
330 7 5000001
330 8 5000001
330 9 5000001
330 10 5000001
330 11 5000001
330 12 5000001
330 13 5000001
330 14 5000001
330 15 5000001
330 16 5000001
330 17 5000001
330 18 5000001
330 19 5000001
330 20 5000001
331 1 5000001
331 2 5000001
331 3 5000001
331 4 5000001
331 5 5000001
331 6 5000001
331 7 5000001
331 8 5000001
331 9 5000001
331 10 5000001
331 11 5000001
331 12 5000001
331 13 5000001
331 14 5000001
331 15 5000001
331 16 5000001
331 17 5000001
331 18 5000001
331 19 5000001
331 20 5000001
332 1 5000001
332 2 5000001
332 3 5000001
332 4 5000001
332 5 5000001
332 6 5000001
332 7 5000001
332 8 5000001
332 9 5000001
332 10 5000001
332 11 5000001
332 12 5000001
332 13 5000001
332 14 5000001
332 15 5000001
332 16 5000001
332 17 5000001
332 18 5000001
332 19 5000001
332 20 5000001
333 1 5000001
333 2 5000001
333 3 5000001
333 4 5000001
333 5 5000001
333 6 5000001
333 7 5000001
333 8 5000001
